labelMaterialsString,spectrum
PA66,"[218, 0, 613, 2011, 4123, 6848, 10063, 13621, 17362, 21116, 24724, 28045, 30969, 33433, 35424, 36978, 38179, 39148, 40026, 40956, 42067, 43456, 45178, 47236, 49587, 52141, 54781, 57367, 59763, 61843, 63509, 64693, 65366, 65535, 65231, 64512, 63442, 62089, 60515, 58769, 56888, 54896, 52806, 50628, 48372, 46052, 43696, 41343, 39046, 36870, 34887, 33171, 31788, 30794, 30225, 30090, 30371, 31021, 31967, 33117, 34365, 35606, 36742, 37696, 38414, 38877, 39097, 39112, 38986, 38790, 38597, 38468, 38443, 38535, 38728, 38982, 39236, 39422, 39471, 39331, 38967, 38373, 37569, 36597, 35516, 34392, 33284, 32242, 31297, 30458, 29717, 29052, 28434, 27836, 27241, 26645, 26058, 25505, 25016, 24621, 24339, 24175, 24109, 24100, 24088, 23996, 23749, 23275, 22526, 21478, 20143, 18566, 16824, 15014, 13245, 11627, 10253, 9191, 8477, 8109, 8047, 8219, 8525, 8851, 9079, 9095, 8805, 8140]"
PA66,"[250, 0, 536, 1843, 3892, 6624, 9950, 13744, 17847, 22071, 26214, 30082, 33504, 36358, 38582, 40183, 41240, 41893, 42323, 42732, 43313, 44222, 45564, 47370, 49600, 52150, 54864, 57559, 60052, 62181, 63828, 64930, 65484, 65535, 65167, 64484, 63585, 62548, 61418, 60201, 58868, 57363, 55623, 53597, 51263, 48639, 45793, 42841, 39931, 37233, 34912, 33108, 31915, 31372, 31452, 32070, 33095, 34365, 35711, 36979, 38046, 38833, 39312, 39501, 39457, 39261, 39004, 38767, 38613, 38580, 38673, 38872, 39136, 39414, 39653, 39807, 39846, 39753, 39529, 39187, 38747, 38232, 37660, 37046, 36398, 35719, 35007, 34262, 33486, 32686, 31877, 31076, 30303, 29582, 28929, 28360, 27881, 27491, 27185, 26950, 26768, 26621, 26486, 26339, 26153, 25899, 25546, 25063, 24421, 23597, 22578, 21368, 19987, 18474, 16886, 15297, 13782, 12418, 11264, 10359, 9713, 9301, 9066, 8925, 8778, 8521, 8062, 7331]"
PA66,"[264, 0, 958, 3027, 6048, 9820, 14115, 18694, 23317, 27764, 31847, 35426, 38415, 40790, 42581, 43870, 44775, 45439, 46007, 46613, 47368, 48346, 49582, 51074, 52783, 54645, 56580, 58500, 60318, 61955, 63342, 64425, 65164, 65535, 65523, 65133, 64380, 63297, 61929, 60335, 58586, 56754, 54912, 53123, 51437, 49884, 48472, 47192, 46022, 44935, 43908, 42933, 42022, 41208, 40544, 40095, 39930, 40101, 40640, 41541, 42762, 44224, 45816, 47414, 48895, 50152, 51108, 51729, 52024, 52038, 51846, 51535, 51187, 50868, 50614, 50430, 50290, 50148, 49948, 49638, 49184, 48575, 47826, 46979, 46085, 45200, 44371, 43621, 42952, 42335, 41727, 41073, 40326, 39457, 38464, 37381, 36269, 35210, 34295, 33600, 33177, 33035, 33139, 33408, 33725, 33957, 33969, 33648, 32919, 31758, 30192, 28299, 26195, 24015, 21896, 19960, 18297, 16955, 15942, 15223, 14734, 14388, 14089, 13742, 13262, 12577, 11635, 10401]"
PC,"[64754, 64770, 64681, 64539, 64409, 64349, 64400, 64570, 64835, 65137, 65398, 65535, 65469, 65151, 64561, 63715, 62658, 61452, 60158, 58821, 57452, 56027, 54481, 52719, 50637, 48135, 45144, 41639, 37651, 33266, 28623, 23891, 19256, 14895, 10961, 7570, 4793, 2660, 1169, 294, 0, 248, 1004, 2238, 3915, 5992, 8408, 11080, 13903, 16754, 19505, 22039, 24265, 26130, 27630, 28810, 29756, 30582, 31410, 32349, 33478, 34833, 36404, 38138, 39954, 41758, 43461, 44999, 46342, 47495, 48496, 49406, 50286, 51189, 52142, 53141, 54147, 55099, 55925, 56557, 56949, 57085, 56988, 56714, 56346, 55975, 55686, 55545, 55585, 55803, 56167, 56621, 57103, 57553, 57930, 58215, 58413, 58543, 58630, 58692, 58731, 58726, 58632, 58395, 57959, 57285, 56372, 55259, 54035, 52830, 51798, 51094, 50850, 51148, 52005, 53363, 55100, 57041, 58990, 60755, 62187, 63194, 63762, 63943, 63853, 63637, 63442, 63387]"
PC,"[64661, 64695, 64637, 64534, 64445, 64423, 64502, 64686, 64947, 65228, 65451, 65535, 65408, 65024, 64369, 63464, 62357, 61111, 59787, 58430, 57050, 55619, 54069, 52307, 50225, 47725, 44739, 41241, 37266, 32902, 28286, 23589, 18995, 14679, 10792, 7446, 4710, 2612, 1147, 288, 0, 244, 990, 2205, 3859, 5910, 8298, 10941, 13735, 16558, 19283, 21792, 23994, 25838, 27319, 28483, 29416, 30233, 31055, 31992, 33121, 34477, 36050, 37786, 39601, 41399, 43093, 44617, 45940, 47068, 48042, 48920, 49769, 50641, 51567, 52543, 53534, 54479, 55306, 55949, 56359, 56521, 56455, 56217, 55885, 55550, 55295, 55183, 55247, 55483, 55859, 56319, 56802, 57250, 57623, 57903, 58097, 58224, 58310, 58375, 58419, 58421, 58336, 58108, 57680, 57014, 56105, 54995, 53771, 52563, 51526, 50816, 50567, 50861, 51717, 53080, 54826, 56782, 58751, 60544, 62007, 63050, 63653, 63871, 63813, 63624, 63449, 63406]"
PC,"[64692, 64724, 64659, 64547, 64448, 64416, 64487, 64666, 64926, 65209, 65440, 65535, 65422, 65056, 64421, 63537, 62453, 61232, 59936, 58607, 57257, 55855, 54335, 52599, 50539, 48054, 45074, 41575, 37588, 33201, 28555, 23821, 19185, 14826, 10898, 7515, 4747, 2626, 1147, 284, 0, 257, 1021, 2261, 3942, 6023, 8441, 11113, 13934, 16781, 19525, 22049, 24261, 26110, 27592, 28754, 29683, 30496, 31314, 32249, 33380, 34743, 36327, 38076, 39908, 41725, 43437, 44977, 46314, 47452, 48431, 49313, 50162, 51035, 51962, 52942, 53941, 54899, 55744, 56408, 56843, 57030, 56989, 56771, 56456, 56131, 55879, 55765, 55819, 56042, 56402, 56845, 57309, 57740, 58098, 58365, 58547, 58664, 58742, 58799, 58836, 58831, 58739, 58503, 58067, 57393, 56476, 55356, 54122, 52902, 51850, 51123, 50853, 51124, 51953, 53287, 55003, 56928, 58868, 60633, 62071, 63092, 63678, 63882, 63814, 63618, 63440, 63397]"
ABS,"[59547, 60213, 61080, 62065, 63066, 63979, 64717, 65226, 65490, 65535, 65413, 65194, 64939, 64685, 64431, 64133, 63706, 63037, 62006, 60511, 58486, 55920, 52868, 49441, 45800, 42127, 38602, 35372, 32532, 30109, 28062, 26289, 24651, 22995, 21185, 19128, 16790, 14206, 11473, 8736, 6162, 3915, 2125, 875, 181, 0, 230, 740, 1386, 2036, 2593, 3006, 3274, 3439, 3573, 3762, 4081, 4581, 5280, 6154, 7148, 8186, 9186, 10078, 10820, 11403, 11858, 12244, 12644, 13140, 13803, 14676, 15769, 17049, 18455, 19903, 21302, 22573, 23661, 24543, 25233, 25775, 26238, 26696, 27217, 27849, 28612, 29492, 30450, 31427, 32358, 33189, 33884, 34436, 34869, 35233, 35598, 36033, 36599, 37333, 38241, 39291, 40423, 41556, 42600, 43475, 44124, 44525, 44695, 44688, 44591, 44507, 44541, 44785, 45304, 46128, 47247, 48617, 50170, 51818, 53474, 55061, 56518, 57807, 58910, 59827, 60568, 61146]"
ABS,"[58624, 59345, 60322, 61457, 62625, 63699, 64571, 65173, 65485, 65535, 65387, 65125, 64829, 64550, 64298, 64031, 63659, 63057, 62092, 60642, 58628, 56032, 52904, 49363, 45579, 41753, 38080, 34726, 31796, 29323, 27267, 25519, 23931, 22337, 20592, 18593, 16305, 13761, 11063, 8361, 5829, 3633, 1907, 730, 112, 0, 283, 822, 1465, 2080, 2573, 2899, 3067, 3129, 3169, 3279, 3539, 4001, 4680, 5545, 6536, 7568, 8554, 9422, 10127, 10664, 11065, 11395, 11737, 12177, 12787, 13610, 14651, 15879, 17231, 18623, 19968, 21190, 22237, 23091, 23768, 24315, 24797, 25285, 25843, 26510, 27302, 28201, 29164, 30135, 31052, 31864, 32541, 33081, 33512, 33884, 34264, 34718, 35303, 36050, 36961, 38003, 39117, 40226, 41247, 42106, 42753, 43171, 43378, 43429, 43404, 43400, 43515, 43834, 44416, 45287, 46439, 47831, 49400, 51064, 52742, 54358, 55853, 57185, 58332, 59288, 60056, 60642]"
ABS,"[61641, 62287, 63014, 63759, 64448, 65005, 65376, 65535, 65488, 65277, 64961, 64605, 64262, 63953, 63662, 63325, 62846, 62104, 60978, 59370, 57224, 54542, 51389, 47888, 44204, 40518, 37003, 33798, 30984, 28579, 26533, 24745, 23078, 21391, 19563, 17517, 15233, 12754, 10178, 7641, 5294, 3280, 1709, 642, 88, 0, 290, 850, 1566, 2342, 3111, 3844, 4546, 5250, 6003, 6847, 7806, 8880, 10036, 11215, 12344, 13347, 14163, 14759, 15138, 15341, 15440, 15531, 15711, 16066, 16654, 17494, 18568, 19817, 21159, 22502, 23756, 24857, 25770, 26498, 27077, 27569, 28048, 28584, 29230, 30013, 30923, 31925, 32958, 33951, 34837, 35568, 36121, 36507, 36767, 36965, 37179, 37482, 37932, 38558, 39356, 40290, 41293, 42287, 43186, 43923, 44452, 44762, 44880, 44865, 44803, 44790, 44921, 45274, 45901, 46819, 48014, 49439, 51024, 52690, 54358, 55956, 57432, 58753, 59904, 60885, 61707, 62380]"
PP,"[59929, 59816, 59796, 59897, 60149, 60574, 61172, 61916, 62754, 63608, 64389, 65011, 65405, 65535, 65399, 65039, 64525, 63949, 63402, 62963, 62678, 62557, 62571, 62660, 62745, 62750, 62617, 62319, 61870, 61319, 60744, 60234, 59863, 59677, 59670, 59783, 59901, 59863, 59490, 58602, 57051, 54740, 51640, 47798, 43330, 38407, 33236, 28034, 23004, 18320, 14109, 10451, 7378, 4889, 2957, 1542, 602, 99, 0, 273, 885, 1793, 2944, 4272, 5701, 7156, 8567, 9881, 11069, 12128, 13080, 13969, 14844, 15752, 16724, 17769, 18866, 19968, 21009, 21916, 22623, 23085, 23284, 23242, 23015, 22687, 22358, 22131, 22098, 22326, 22849, 23670, 24756, 26054, 27496, 29013, 30543, 32040, 33473, 34831, 36116, 37335, 38499, 39615, 40685, 41706, 42672, 43580, 44431, 45236, 46015, 46796, 47614, 48502, 49486, 50582, 51789, 53088, 54446, 55819, 57156, 58405, 59518, 60459, 61197, 61715, 62001, 62051]"
PP,"[61678, 61797, 61885, 61980, 62126, 62360, 62706, 63160, 63696, 64261, 64789, 65212, 65472, 65535, 65396, 65083, 64651, 64170, 63713, 63341, 63090, 62967, 62944, 62971, 62984, 62922, 62739, 62420, 61982, 61475, 60969, 60542, 60256, 60145, 60193, 60336, 60457, 60401, 59995, 59070, 57486, 55153, 52049, 48219, 43776, 38886, 33749, 28574, 23560, 18877, 14651, 10964, 7851, 5312, 3322, 1839, 820, 220, 0, 123, 553, 1247, 2157, 3224, 4387, 5583, 6756, 7867, 8893, 9836, 10717, 11571, 12440, 13358, 14347, 15405, 16508, 17606, 18637, 19533, 20235, 20702, 20922, 20918, 20743, 20474, 20207, 20035, 20044, 20297, 20828, 21639, 22706, 23980, 25403, 26909, 28441, 29951, 31406, 32790, 34094, 35321, 36476, 37565, 38592, 39563, 40484, 41363, 42216, 43064, 43936, 44861, 45869, 46982, 48211, 49551, 50983, 52472, 53974, 55438, 56817, 58070, 59170, 60100, 60860, 61455, 61899, 62203]"
PP,"[63619, 63670, 63602, 63474, 63356, 63315, 63401, 63631, 63991, 64431, 64880, 65258, 65493, 65535, 65367, 65011, 64520, 63967, 63433, 62987, 62673, 62500, 62443, 62444, 62434, 62340, 62111, 61725, 61202, 60594, 59984, 59461, 59102, 58948, 58995, 59175, 59367, 59405, 59101, 58270, 56758, 54467, 51370, 47517, 43031, 38091, 32911, 27716, 22716, 18082, 13942, 10368, 7384, 4976, 3105, 1719, 768, 207, 0, 118, 535, 1220, 2130, 3213, 4409, 5653, 6884, 8056, 9139, 10130, 11046, 11923, 12802, 13722, 14709, 15765, 16868, 17972, 19016, 19932, 20659, 21158, 21416, 21458, 21335, 21127, 20928, 20831, 20916, 21242, 21835, 22693, 23785, 25061, 26460, 27923, 29397, 30846, 32247, 33591, 34879, 36116, 37307, 38452, 39547, 40587, 41566, 42483, 43349, 44181, 45012, 45878, 46817, 47864, 49038, 50345, 51770, 53280, 54828, 56359, 57819, 59161, 60348, 61362, 62196, 62856, 63353, 63698]"
PET,"[52982, 53246, 53581, 54049, 54723, 55659, 56874, 58337, 59960, 61610, 63129, 64361, 65184, 65535, 65424, 64940, 64232, 63484, 62872, 62532, 62513, 62764, 63121, 63324, 63049, 61958, 59752, 56225, 51310, 45106, 37878, 30046, 22135, 14727, 8389, 3613, 755, 0, 1335, 4562, 9312, 15090, 21332, 27458, 32932, 37312, 40287, 41700, 41557, 40013, 37352, 33953, 30244, 26662, 23606, 21399, 20261, 20288, 21451, 23609, 26527, 29916, 33464, 36883, 39943, 42491, 44471, 45919, 46947, 47715, 48398, 49155, 50094, 51259, 52619, 54084, 55516, 56766, 57701, 58232, 58338, 58063, 57519, 56859, 56252, 55853, 55774, 56062, 56700, 57606, 58655, 59705, 60628, 61331, 61779, 61990, 62032, 62002, 61995, 62079, 62270, 62524, 62737, 62762, 62436, 61621, 60226, 58245, 55762, 52949, 50046, 47324, 45049, 43434, 42610, 42604, 43336, 44639, 46285, 48029, 49647, 50975, 51925, 52499, 52767, 52852, 52888, 52989]"
PET,"[51005, 51274, 51650, 52202, 53006, 54119, 55557, 57275, 59169, 61083, 62833, 64241, 65166, 65535, 65361, 64746, 63863, 62922, 62132, 61652, 61553, 61788, 62187, 62476, 62307, 61315, 59179, 55679, 50743, 44477, 37170, 29264, 21317, 13932, 7694, 3095, 478, 0, 1611, 5068, 9965, 15779, 21930, 27843, 33007, 37019, 39620, 40707, 40334, 38692, 36084, 32886, 29503, 26331, 23718, 21932, 21141, 21404, 22668, 24788, 27544, 30677, 33919, 37025, 39806, 42147, 44013, 45445, 46548, 47461, 48331, 49280, 50385, 51659, 53053, 54463, 55754, 56787, 57447, 57672, 57466, 56903, 56118, 55287, 54591, 54191, 54199, 54655, 55525, 56709, 58060, 59414, 60618, 61562, 62194, 62524, 62619, 62580, 62512, 62500, 62577, 62718, 62835, 62792, 62435, 61623, 60262, 58333, 55906, 53136, 50249, 47504, 45158, 43425, 42440, 42238, 42754, 43836, 45271, 46826, 48288, 49494, 50359, 50876, 51112, 51176, 51194, 51274]"
PET,"[53484, 53669, 53838, 54091, 54542, 55290, 56387, 57819, 59496, 61265, 62930, 64294, 65193, 65535, 65318, 64640, 63679, 62664, 61824, 61339, 61297, 61659, 62253, 62784, 62879, 62139, 60207, 56834, 51928, 45592, 38121, 29986, 21778, 14144, 7707, 2994, 371, 0, 1825, 5584, 10838, 17028, 23539, 29769, 35183, 39368, 42063, 43172, 42760, 41033, 38304, 34957, 31402, 28036, 25205, 23177, 22122, 22106, 23091, 24950, 27488, 30466, 33637, 36769, 39674, 42227, 44370, 46114, 47524, 48702, 49760, 50795, 51873, 53013, 54187, 55327, 56342, 57141, 57655, 57854, 57761, 57448, 57029, 56638, 56403, 56425, 56754, 57380, 58235, 59207, 60161, 60968, 61533, 61814, 61831, 61664, 61432, 61266, 61278, 61529, 62009, 62628, 63223, 63589, 63510, 62803, 61356, 59161, 56320, 53044, 49622, 46385, 43650, 41675, 40621, 40528, 41311, 42781, 44680, 46727, 48661, 50288, 51501, 52286, 52716, 52917, 53031, 53183]"
PS,"[63665, 63977, 64377, 64804, 65184, 65445, 65535, 65426, 65130, 64687, 64160, 63617, 63116, 62686, 62313, 61941, 61474, 60790, 59759, 58273, 56260, 53705, 50661, 47236, 43593, 39917, 36392, 33174, 30369, 28014, 26075, 24458, 23022, 21609, 20072, 18300, 16240, 13904, 11371, 8772, 6271, 4037, 2216, 915, 180, 0, 305, 990, 1925, 2986, 4071, 5113, 6088, 7011, 7924, 8884, 9942, 11128, 12444, 13855, 15298, 16690, 17944, 18986, 19772, 20292, 20579, 20704, 20759, 20849, 21067, 21484, 22134, 23008, 24060, 25215, 26380, 27465, 28398, 29136, 29673, 30036, 30285, 30494, 30739, 31086, 31573, 32210, 32974, 33815, 34667, 35464, 36148, 36685, 37071, 37331, 37516, 37696, 37943, 38322, 38878, 39628, 40560, 41636, 42798, 43981, 45123, 46177, 47118, 47947, 48690, 49390, 50100, 50873, 51751, 52759, 53898, 55149, 56475, 57825, 59147, 60391, 61516, 62495, 63314, 63970, 64465, 64807]"
PS,"[62353, 62253, 62308, 62477, 62710, 62958, 63181, 63360, 63492, 63594, 63693, 63815, 63971, 64151, 64309, 64369, 64225, 63755, 62841, 61384, 59325, 56659, 53441, 49786, 45853, 41833, 37917, 34276, 31034, 28256, 25937, 24007, 22349, 20815, 19257, 17551, 15621, 13451, 11090, 8642, 6253, 4083, 2282, 968, 205, 0, 299, 1005, 1991, 3127, 4301, 5435, 6499, 7506, 8506, 9572, 10777, 12172, 13776, 15564, 17466, 19380, 21187, 22774, 24052, 24975, 25550, 25838, 25941, 25989, 26115, 26431, 27014, 27884, 29009, 30307, 31665, 32956, 34066, 34912, 35457, 35716, 35753, 35664, 35563, 35554, 35720, 36098, 36682, 37419, 38224, 39000, 39653, 40116, 40359, 40402, 40305, 40163, 40086, 40180, 40525, 41164, 42091, 43253, 44563, 45908, 47177, 48274, 49139, 49755, 50151, 50395, 50583, 50823, 51214, 51835, 52726, 53893, 55300, 56880, 58545, 60198, 61745, 63101, 64200, 64992, 65443, 65535]"
PS,"[63012, 63142, 63451, 63880, 64356, 64806, 65168, 65410, 65525, 65535, 65480, 65408, 65353, 65324, 65295, 65201, 64944, 64404, 63462, 62017, 60010, 57436, 54354, 50882, 47183, 43442, 39846, 36548, 33651, 31193, 29138, 27391, 25813, 24243, 22534, 20575, 18310, 15752, 12983, 10137, 7383, 4895, 2829, 1299, 359, 0, 154, 713, 1543, 2515, 3521, 4490, 5397, 6262, 7135, 8084, 9173, 10445, 11908, 13531, 15246, 16958, 18561, 19956, 21074, 21883, 22396, 22673, 22805, 22903, 23078, 23419, 23985, 24787, 25797, 26949, 28154, 29316, 30352, 31204, 31851, 32309, 32625, 32872, 33125, 33455, 33908, 34501, 35217, 36011, 36819, 37571, 38206, 38686, 39004, 39182, 39277, 39360, 39512, 39806, 40293, 40996, 41903, 42973, 44142, 45335, 46480, 47521, 48426, 49192, 49848, 50443, 51040, 51704, 52489, 53429, 54534, 55786, 57145, 58555, 59950, 61267, 62451, 63460, 64266, 64854, 65218, 65359]"
